CORE;CPU;DRAM;DURATION;UNCORE;EXIT_CODE;INPUT
152535864;181710717;18541640;16451148;55481;0;512
156039579;185867322;18999829;16857116;54749;0;516
159851703;190273866;19378673;17212667;55664;0;520
155742949;185498365;18954724;16806968;55054;0;524
159680011;190069582;19322338;17153673;54260;0;528
158965902;189257694;19320019;17111733;55237;0;532
160844071;191531309;19509166;17302022;56213;0;536
161352675;192078244;19547802;17352085;57739;0;540
163037852;194178885;19804453;17581742;57128;0;544
165146306;196621018;19994822;17752859;57556;0;548
164937871;196320481;19968699;17710350;57190;0;552
165995303;197571516;20099741;17838455;56946;0;556
168415096;200413916;20342782;18067808;60058;0;560
169358575;201592502;20501168;18212299;60913;0;564
171104237;203816312;20690010;18390618;53894;0;568
172008653;204776026;20804756;18483705;55969;0;572
173859662;206875935;21010506;18646972;56335;0;576
172081957;204772669;20794380;18476865;53894;0;580
174132550;207233417;21054450;18682576;54871;0;584
176530737;210190013;21356879;18932466;56030;0;588
176662816;210248119;21344794;18973217;52429;0;592
179833646;214073793;21794012;19335106;56397;0;596
180867335;215199828;21845403;19406966;55725;0;600
181367150;215853452;21883183;19478815;54870;0;604
182970539;217712333;22148503;19665150;56823;0;608
184700760;219857714;22353825;19837051;58167;0;612
185760144;220887435;22327335;19883564;56030;0;616
187603463;223190225;22630313;20094801;57678;0;620
187700325;223245706;22661563;20119583;58655;0;624
187607674;223183084;22576542;20102084;54993;0;628
187730903;223277871;22685611;20138112;58655;0;632
190728515;226939787;23016177;20433069;63965;0;636
190304994;226509491;22923281;20416443;58105;0;640
192965022;229696189;23344972;20725299;62683;0;644
192765559;229293297;23290223;20673183;61402;0;648
195073902;232165604;23523683;20970154;56640;0;652
196196824;233402418;23739136;21064439;60974;0;656
201028294;239057738;24180847;21476863;63965;0;660
199950477;237953553;24003234;21410087;59082;0;664
201693392;239938778;24325439;21614990;64758;0;668
201140903;239267820;24267333;21546192;62927;0;672
201866792;240086422;24255919;21632605;59509;0;676
205343835;244394882;24801694;22040163;67017;0;680
205273767;244216355;24718564;21947046;65979;0;684
206514791;245679058;24793577;22115335;61828;0;688
206452597;245692731;24965879;22148709;67017;0;692
207317035;246704935;25015927;22229509;68176;0;696
209462049;249421297;25252011;22513893;65369;0;700
210411937;250398163;25419857;22578729;69824;0;704
211358895;251536770;25488155;22617635;67016;0;708
215823422;256778579;25944270;23163539;63293;0;712
217154900;258273692;26148676;23251079;69946;0;716
215074828;255925859;25939875;23027101;70618;0;720
215603391;256437393;25884822;23118361;63049;0;724
218159475;259640388;26278375;23364461;69213;0;728
218814625;260255376;26352532;23404245;70556;0;732
220305771;262166016;26418450;23594487;68359;0;736
220406235;262132142;26567620;23585463;70313;0;740
224241004;266914234;27036796;24023011;73974;0;744
222608622;264958245;26807732;23943240;66956;0;748
225127414;267802354;27138907;24076432;69763;0;752
229758140;273298800;27591116;24502202;69275;0;756
226356048;269287153;27171867;24245964;61707;0;760
229522850;273269930;27723256;24630047;74401;0;764
228337184;271592200;27518118;24443688;75073;0;768
229256249;272705418;27522086;24564225;66101;0;772
