CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE,INPUT
2174250;2481683;251403;189979;892637;5799;0,800
2672357;3064933;343322;235476;1117124;14038;0,832
2814446;3231987;389464;242042;1161007;9095;0,864
3313651;3778738;439025;266639;1284787;7995;0,896
4280751;4886279;501525;352924;1679378;14771;0,928
3811514;4373280;514098;328446;1564144;15381;0,960
4181874;4799854;579222;357785;1722408;16174;0,992
5545396;6294784;699888;442553;2109797;14404;0,1024
4949755;5757065;745359;452855;2177423;16236;0,1056
5702561;6567244;817442;495228;2381097;15991;0,1088
7156110;8083659;875852;544764;2623101;15320;0,1120
8067179;9173500;1015928;643147;3088065;23559;0,1152
7145978;8217508;1044309;611194;2946343;20020;0,1184
7492962;8703163;1168027;691466;3337210;22949;0,1216
10093358;11413728;1264095;793977;3813650;23925;0,1248
10709933;12315154;1491391;919763;4437000;34241;0,1280
9848364;11354463;1501461;838110;4072194;31738;0,1312
10774692;12385711;1615353;915966;4444325;34790;0,1344
13355556;15232933;1799129;1052422;5101794;47486;0,1376
12608183;14527672;1884883;1050228;5114672;44006;0,1408
15651816;17707230;2005366;1188353;5750962;50109;0,1440
16990801;19259777;2208186;1279342;6202560;56518;0,1472
17906448;20238047;2278864;1309875;6356185;53650;0,1504
19087231;21631964;2512139;1428493;6928633;56091;0,1536
20341928;23055238;2676507;1502599;7316510;60485;0,1568
18608228;21386175;2826226;1533833;7503704;58227;0,1600
22792422;26098444;3186393;1890551;9158424;64453;0,1632
20520700;23597596;3115044;1736030;8453653;55481;0,1664
25447628;28880358;3341422;1951724;9465185;65246;0,1696
23591004;27058280;3585929;1905051;9350989;63294;0,1728
28081044;32109843;3914968;2262481;10994112;77270;0,1760
25648616;29613389;3966176;2199888;10719455;89599;0,1792
31242901;35833587;4352589;2630676;12705351;112732;0,1824
33756750;38341027;4559925;2578091;12534331;106628;0,1856
35246431;40137471;4756213;2787640;13508449;103027;0,1888
31800822;36630338;4884081;2642420;12957487;96618;0,1920
38661156;43926889;5250414;2991637;14545983;98510;0,1952
35140107;40521808;5375475;2972495;14531213;112182;0,1984
36834074;42474806;5621324;3139168;15326926;128479;0,2016
44497871;50601189;6068161;3424025;16552447;148620;0,2048
40876909;46988039;6156966;3388427;16588092;123474;0,2080
41676834;48054626;6412093;3554015;17361284;110534;0,2112
51538808;58471285;6900801;3892398;18940381;122253;0,2144
47043641;54130599;7082013;3899759;19088208;151672;0,2176
56541299;64301105;7613689;4350751;21140937;176758;0,2208
58742037;67000683;8049357;4668037;22651859;179626;0,2240
61068142;69457220;8260355;4704387;22890384;152649;0,2272
64327045;73094235;8606912;4966330;24108032;177795;0,2304
57515844;66243483;8727456;4807071;23518190;200378;0,2336
60107085;69045539;9035866;4930766;24147765;184021;0,2368
72536374;82248508;9661413;5448537;26513604;190368;0,2400
64732134;74409416;9763342;5332667;26113519;194396;0,2432
77823715;88237567;10412693;5768819;28124562;239013;0,2464
81501134;92561470;10911898;6229910;30275435;217162;0,2496
85106288;96588681;11321077;6461115;31409649;209106;0,2528
87646504;99637379;11756989;6733485;32705971;267394;0,2560
79472880;91245005;11816498;6522809;31888347;247619;0,2592
80934241;93018316;12222503;6673081;32674537;228759;0,2624
98440788;111941425;13224636;7618819;36995450;283385;0,2656
87391256;100391588;13127591;7163708;35069429;282898;0,2688
103664651;117395513;13790553;7627606;37199368;270324;0,2720
108928432;124064136;14703697;8539449;41435135;346190;0,2752
112563493;127913369;15069663;8655523;42032302;283874;0,2784
100209033;115259654;15112998;8314568;40663897;336730;0,2816
120506100;137063980;16172077;9341225;45340155;339721;0,2848
124836717;142016788;16802447;9661764;46936587;376097;0,2880
128512000;146154228;17238908;9985576;48463865;327636;0,2912
132777492;151024332;17840042;10228468;49673945;422362;0,2944
137709121;156598293;18430068;10675153;51801870;395873;0,2976
139174753;157955711;18707105;10465111;50968010;393859;0,3008
143868650;163317697;19291699;10840837;52762744;407530;0,3040
148381762;168424740;19924265;11232760;54582563;402526;0,3072
154957489;176321815;20920296;12026341;58385959;452819;0,3104
159517414;181423181;21507086;12343268;59943572;432860;0,3136
164212653;186406750;21893803;12454949;60550932;471434;0,3168
145683160;167599547;22027166;12136606;59322480;462523;0,3200
174944865;199303384;23607544;13826574;67019725;489744;0,3232
179247222;203924100;24082275;13908277;67512339;529051;0,3264
185946789;211414742;24884152;14359274;69737554;533263;0,3296
162671336;187137216;24618772;13554913;66284498;529417;0,3328
193002619;218801747;25754695;14398418;70129215;495421;0,3360
201964571;229809836;27100089;15686353;76145984;597716;0,3392
206936055;235120492;27667226;15870502;77076890;588072;0,3424
181492334;208785293;27434500;15142646;73999628;554076;0,3456
218544302;248982700;29453355;17238578;83577239;622129;0,3488
221424177;251158903;29603379;16573681;80740515;627501;0,3520
229236291;261270083;31113080;18123264;87891316;674986;0,3552
201284763;231180866;30281050;16481217;80674171;626097;0,3584
243351306;277120567;32768959;19099103;92651436;725767;0,3616
247331459;280697585;33072181;18625590;90656140;724791;0,3648
252357997;286941770;34084264;19403787;94346377;725584;0,3680
257507764;293146833;35025179;20062014;97502131;725462;0,3712
264181941;300393091;35727448;20271150;98545769;768614;0,3744
274612395;312414911;36975980;21322154;103526285;778807;0,3776
281379712;320758396;38175623;22286561;108071440;837522;0,3808
248085973;285608400;37540004;20855276;101856856;779295;0,3840
295403541;335931025;39632467;22885920;111114339;811522;0,3872
300824425;341591288;40231892;22892580;111333028;819273;0,3904
307998540;351226762;41977066;24521211;118879579;916684;0,3936
273342073;314553882;41335344;22943822;112125079;816953;0,3968
324265405;368545138;43514476;24848577;120741634;948790;0,4000
