CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE,INPUT
3069023;3477164;257018;295318;1301449;1953;0,6080
2881707;3241142;201232;273432;1159787;1953;0,6112
3204825;3685599;293884;316685;1441402;15930;0,6144
3083305;3533683;264586;285601;1290219;12023;0,6176
3820364;4316517;336852;344473;1574947;29053;0,6208
3294059;3726065;246337;311202;1336361;11047;0,6240
3355094;3801687;261718;318408;1387814;8423;0,6272
3414298;3830069;261168;330466;1437435;10132;0,6304
3408011;3886343;263549;321372;1389706;7690;0,6336
3424490;3898000;265930;331270;1429439;10254;0,6368
3426139;3891835;271911;339425;1481259;8057;0,6400
3545401;3980031;273070;333130;1458065;9034;0,6432
3572440;4017079;271911;325419;1422115;10315;0,6464
3605460;4092702;283935;346395;1509091;8789;0,6496
3631460;4092091;276183;333586;1448666;9522;0,6528
3680289;4195790;298095;346356;1527889;13366;0,6560
3491751;3958731;258911;343470;1459835;8362;0,6592
3560782;4023244;269713;330535;1432797;9461;0,6624
3445548;3924367;273314;335841;1466976;12452;0,6656
4039052;4531971;340637;355741;1595272;8361;0,6688
3803640;4343006;300475;366208;1584590;11048;0,6720
3894094;4427357;317443;379305;1669735;11780;0,6752
4003590;4505115;318969;356730;1571835;13549;0,6784
4076284;4635791;343993;373149;1668758;19776;0,6816
4051320;4707508;376220;376892;1714473;29663;0,6848
3941824;4506947;339965;358871;1617244;25208;0,6880
4836169;5498704;452086;432758;1979365;52246;0,6912
4314503;4903674;380187;394729;1797176;8117;0,6944
4176747;4724780;341979;374907;1680172;7935;0,6976
4012929;4555347;316528;390647;1701167;3723;0,7008
4139760;4645435;312561;377423;1639522;5676;0,7040
4207875;4803027;328612;403724;1755245;9155;0,7072
4166676;4687855;310729;395893;1711177;3784;0,7104
4305897;4860400;326171;390581;1710261;8728;0,7136
4144276;4719593;319823;395518;1713741;5921;0,7168
4620593;5241076;421325;422644;1895747;31738;0,7200
4888232;5623216;472228;456195;2056269;27893;0,7232
4750599;5413561;430785;435048;1952448;27099;0,7264
4975085;5675157;445372;455255;2041926;20813;0,7296
4526233;5126025;352233;423648;1849971;7813;0,7328
4580616;5179918;348937;432055;1870539;8239;0,7360
4569995;5178698;366210;437560;1920100;6531;0,7392
4465504;5023242;334289;426036;1839717;2747;0,7424
4561816;5184007;350463;435793;1890742;6104;0,7456
4672595;5275743;363280;438239;1914851;6165;0,7488
4624561;5256090;355468;436294;1900081;7568;0,7520
4752307;5359056;353637;448322;1925044;6531;0,7552
4840075;5460497;366516;452707;1973078;7324;0,7584
4862841;5465440;363646;446533;1937923;6775;0,7616
4813831;5438707;361694;456879;1965815;7691;0,7648
4799488;5425767;375609;464091;2018672;4944;0,7680
5193468;5879990;427367;489914;2143305;7141;0,7712
5007312;5653122;376402;468398;2015254;8545;0,7744
5087267;5764084;402709;490680;2142206;6225;0,7776
5145495;5806076;397338;471276;2054988;10253;0,7808
5151232;5810044;386656;484045;2082453;7141;0,7840
5203905;5852219;399474;488421;2122920;8117;0,7872
5142626;5806076;386779;476757;2064814;6775;0,7904
5093676;5797593;406859;489992;2145197;8362;0,7936
5271654;5945847;403198;477487;2094355;7935;0,7968
5353929;6033737;398376;494174;2139155;6897;0,8000
5377794;6084945;406493;516340;2228449;6592;0,8032
5167895;5849228;406493;490932;2141108;7690;0,8064
5502489;6237045;428465;526629;2291253;11719;0,8096
5253038;5944687;407775;505460;2187251;6103;0,8128
5328233;6023178;406188;503391;2180231;8057;0,8160
5544541;6272994;438537;524643;2298334;7690;0,8192
