CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE,INPUT
84367155;124900070;40988298;22588447;108510892;735655;0,27300
85751611;127154703;41607499;23183454;111295431;768248;0,27400
88430560;130522493;42278762;23514170;113039200;814817;0,27500
87303732;129126989;42100661;23339454;112014606;765257;0,27600
88312091;130591341;42680128;23583900;113197708;786863;0,27700
90146192;132853481;43258800;23725896;113928480;794492;0,27800
115930917;153650913;39451254;20246970;97861200;153686;0,27900
49505611;57656896;4475208;5669008;24650816;161743;137,28000
57059485;65461502;4742969;5742715;25238217;155761;137,28100
56359597;64610491;4579944;5634946;24737425;144836;137,28200
56228128;65056779;5041979;5998182;26421624;130798;137,28300
45712896;53411729;4086842;5507067;23676147;150390;137,28400
39714376;47066957;3673819;5348626;22671390;157104;137,28500
53541978;62135706;5078173;5808195;25622127;171569;137,28600
52807848;61386805;5402452;5657947;25273678;173583;137,28700
60487150;69972110;5318040;6738443;29358629;143677;137,28800
50559685;58597995;4730274;5497880;24196228;195312;137,28900
44759590;52821826;3865469;6096902;25550777;133728;137,29000
40139180;47451233;3672659;5363315;22684513;143615;137,29100
40460529;47561341;3669485;5116310;21875738;161376;137,29200
42011001;49518245;3768240;5490091;23340638;123657;137,29300
38347314;45440252;3630545;5141219;21923833;145446;137,29400
40698992;47973449;3694998;5306035;22541752;150268;137,29500
40258197;47650147;3728201;5353325;22843813;156066;137,29600
42496474;50126276;3835745;5563816;23692506;145385;137,29700
41425187;48912473;3804982;5461806;23226076;163879;137,29800
39844685;47035524;3632620;5257996;22337650;129821;137,29900
43260021;50921501;3833243;5615861;23832885;151855;137,30000
