CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;INPUT
6438887;7314800;598876;629857;2842766;7996;0;800
8063944;9185096;805968;753160;3481680;10681;0;832
9716528;11080294;910154;995942;4423939;10375;0;864
11426668;13105008;1432186;1057679;5020434;12878;0;896
14959251;16831439;1291684;1264522;5793198;30273;0;928
17031634;19270642;1690181;1436625;6735335;35889;0;960
20108408;23042421;1969417;1980529;9053932;70374;0;992
18506910;28667468;11441316;5317533;25961481;107116;0;1024
23745606;26904717;2210383;2110406;9715795;71227;0;1056
29418320;33537695;3142143;2693514;12537992;74340;0;1088
33059486;37318080;2944207;2929107;13339077;77942;0;1120
38736473;44461495;5059008;3479369;16607807;83434;0;1152
38606712;43720225;3603445;3495115;15997945;76294;0;1184
43330578;49561763;4825854;4051594;18862928;90393;0;1216
48974178;55135601;4364429;4174584;19130139;81237;0;1248
38102380;51905080;14789147;7444881;36521696;116516;0;1280
56363869;64065754;5363755;5343110;24178344;88074;0;1312
61937463;70880556;7178021;5748010;26868035;107116;0;1344
70244571;79196636;6525679;6082353;27815907;97534;0;1376
65574844;78293684;12614714;7277497;35284882;113830;0;1408
83354828;94538577;7951701;7707069;34960970;123595;0;1440
87652119;99259450;10177221;7127927;33965978;119690;0;1472
97584894;110858542;9533118;9120826;41371842;140197;0;1504
68696967;110252769;47930480;21206970;104979528;243957;0;1536
109074245;123418263;10611240;9683816;44397652;139160;0;1568
109825219;125949324;14661217;9757970;46708498;140198;0;1600
128610449;146345267;13021024;12077400;54963116;167480;0;1632
104147316;130527131;26385308;14987943;72732968;205749;0;1664
141190007;159384723;14491357;11861847;55518535;139953;0;1696
139966072;162159497;20699287;13165597;63204061;191161;0;1728
159455585;180235134;16844439;13358592;62562217;183715;0;1760
103713358;158800741;60242399;29399566;144513974;336364;0;1792
183165181;209399732;20390329;17502284;80131020;237365;0;1824
183262470;212260688;27429312;17057779;82133579;225280;0;1856
204123196;232647049;22801639;18687947;86293236;231261;0;1888
137949110;185092544;49872858;25840617;126484051;333068;0;1920
227557828;260218878;26183771;21484752;98860098;284912;0;1952
