CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;INPUT
2942741;3369803;314269;321233;1428829;9399;0;6800
2845269;3390433;294433;348438;1514828;12085;0;6832
2791008;3267203;280944;336134;1465878;7996;0;6864
2764397;3229484;286437;324903;1431881;10498;0;6896
2796379;3282280;293151;332274;1467587;12635;0;6928
2859307;3306022;282104;329752;1426877;9949;0;6960
3033989;3556753;319030;359092;1588130;17517;0;6992
2984123;3489798;302611;341363;1499874;14710;0;7024
2847404;3374809;304565;339296;1499141;17822;0;7056
2770684;3255668;286132;345610;1504025;12146;0;7088
2765557;3256888;287841;347485;1508724;10376;0;7120
2968621;3440726;289367;350862;1517757;12451;0;7152
3122246;3700125;314025;377555;1642634;17273;0;7184
2936760;3427848;299438;356254;1551388;11108;0;7216
3088615;3583365;305968;360112;1572384;10131;0;7248
3231925;3792410;325317;380024;1661861;14954;0;7280
3053276;3590445;311888;361682;1578731;13855;0;7312
2946831;3493948;306701;369870;1607601;15320;0;7344
3580008;4173207;383483;390135;1743343;17700;0;7376
3172294;3737295;337157;391553;1710750;16296;0;7408
3361442;3937245;350036;384070;1697994;17944;0;7440
3277579;3864186;356567;402857;1772639;18371;0;7472
3123405;3675955;319579;383512;1668880;15076;0;7504
3479911;4058950;346007;407580;1773066;18921;0;7536
3293571;3858450;331542;391355;1702022;14649;0;7568
3495475;4110951;364623;425736;1862055;18554;0;7600
3312797;3892629;341125;391375;1711666;17456;0;7632
3228385;3758596;331725;399770;1731197;11963;0;7664
3520865;4129445;350768;422756;1832515;14404;0;7696
3454398;4055349;353758;420608;1831721;12756;0;7728
3484183;4065724;342711;408916;1772823;13733;0;7760
3287467;3862905;329955;413388;1779231;10925;0;7792
3668692;4300893;366760;451666;1959284;13977;0;7824
3562063;4187916;357360;444628;1912165;11780;0;7856
3903676;4564014;417479;457559;2017573;16235;0;7888
3740164;4385059;378905;450560;1962154;14404;0;7920
3708792;4299733;373595;434034;1893733;14160;0;7952
3679923;4336171;392882;448619;1971736;18188;0;7984
3840810;4515735;399107;464877;2031978;21240;0;8016
3672965;4285756;373778;442073;1929499;15136;0;8048
3801992;4440113;388549;436037;1916621;20202;0;8080
3742850;4354664;373779;448596;1948481;15869;0;8112
3693289;4384022;391052;455483;1986994;17029;0;8144
4151479;4853076;419799;478591;2097712;23682;0;8176
4366627;5138720;442565;495002;2179316;35461;0;8208
4591663;5402208;479796;490665;2208308;37476;0;8240
4122304;4894580;436767;468436;2096003;28015;0;8272
3955617;4631397;403624;478877;2084101;15869;0;8304
3958303;4654773;405455;479590;2088800;18493;0;8336
4229055;4956836;470214;507780;2256342;17090;0;8368
4088490;4819751;432738;502813;2190668;20569;0;8400
4132863;4848743;421874;478688;2093806;20141;0;8432
4151539;4878039;435790;504960;2203485;18311;0;8464
4191762;4895556;431517;494791;2165095;16968;0;8496
4281911;5024096;430052;519046;2245722;20812;0;8528
4326466;5062731;426696;517250;2239496;17151;0;8560
4165700;4914722;431822;512670;2229975;16358;0;8592
4197560;4920214;424010;505772;2196283;16602;0;8624
4241627;4957568;421508;495804;2157832;17700;0;8656
4291615;5018053;423277;506455;2191401;16724;0;8688
4272938;5026293;435973;525811;2283503;16052;0;8720
4490467;5258836;441344;546546;2353448;16602;0;8752
4327626;5069689;428466;524823;2265070;13916;0;8784
4821338;5655931;513731;573093;2522760;17944;0;8816
4447193;5206774;451170;530883;2308405;15503;0;8848
4594165;5374132;458617;552355;2387201;17212;0;8880
4478077;5251451;460998;538761;2354608;14222;0;8912
4620838;5412523;467040;555183;2413995;17822;0;8944
4565540;5335985;455016;537735;2330438;17517;0;8976
4678760;5468247;465331;561403;2429437;17883;0;9008
4607410;5393236;460570;547838;2381403;18921;0;9040
4683277;5482774;475463;542090;2378168;24048;0;9072
4681568;5474229;465819;551748;2403009;19226;0;9104
4706348;5528123;472594;550985;2389215;23560;0;9136
4756701;5573106;481688;575831;2498589;21180;0;9168
4858325;5689133;487181;570871;2488641;24475;0;9200
5229601;6045273;537474;563789;2504754;19776;0;9232
5056749;5938644;518553;592727;2594781;24048;0;9264
5092211;6004074;518127;615341;2672723;22461;0;9296
4869799;5736314;513427;600358;2625054;21668;0;9328
5084887;5893784;505004;577967;2527154;24292;0;9360
5133898;5946884;496703;598859;2581536;17090;0;9392
5076403;5972947;512267;621172;2686578;21362;0;9424
5124376;5987717;494445;616287;2642694;19959;0;9456
5026171;5880600;497253;597531;2588983;19104;0;9488
5183825;6043868;506469;603083;2617059;18311;0;9520
5389390;6294174;538756;643291;2801628;18066;0;9552
5109301;5990341;511596;619323;2680962;21423;0;9584
5337388;6212875;540587;626763;2730706;13611;0;9616
5577073;6536970;571592;674172;2929069;20935;0;9648
5189928;6077438;529234;624047;2712029;17212;0;9680
5560166;6482833;554320;652707;2836540;20386;0;9712
5347765;6293868;548583;651700;2836785;19287;0;9744
5640122;6600264;577513;669667;2921013;24963;0;9776
5385484;6292647;536924;627851;2733697;24902;0;9808
5574266;6474165;546508;648655;2809563;25146;0;9840
5734727;6763227;584349;695388;3028007;28259;0;9872
5528673;6471724;560424;655975;2864250;23986;0;9904
5688645;6673445;563902;665156;2894890;26428;0;9936
5698228;6623946;560240;662626;2883232;25024;0;9968
6266586;7319440;646665;710378;3120048;22644;0;10000
