CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE,INPUT
8181437;9209876;756712;682182;3115531;25696;0,800
10640414;11990021;1000180;897082;4106312;37231;0,832
11361970;12869291;1137082;981956;4526538;43030;0,864
15099876;17130937;1692073;1254065;5903061;54688;0,896
18193496;20577584;1853388;1491707;7019757;57495;0,928
19971324;22609439;2095575;1661919;7804301;60608;0,960
22606265;25736995;2271296;2072629;9511817;74707;0,992
25394222;35574433;11692963;5167552;25346492;180786;0,1024
28982165;32853676;2953300;2477564;11567109;86974;0,1056
32833167;37328640;3642202;2777561;13162564;107483;0,1088
34939241;39622152;3613943;2984715;13948084;125366;0,1120
40088093;45810490;5270006;3344438;16133381;128784;0,1152
43028454;48853330;4508717;3732171;17463640;126221;0,1184
47146852;53677780;5468980;4013479;19063367;133666;0,1216
49980707;56701332;5351304;4236397;19978221;135071;0,1248
48881772;64272114;16443073;8095763;39777791;307555;0,1280
57418920;65345902;6418929;4959377;23454225;170166;0,1312
65232682;74463494;8140604;5554828;26611687;179870;0,1344
74808951;85106228;8183267;6468114;30547102;260375;0,1376
80030068;93736821;13439602;7701834;37455104;275512;0,1408
82650301;94066470;9225684;7129500;33748022;252685;0,1440
89468399;102234784;11338228;7593858;36366728;275573;0,1472
96513974;110044884;11087557;8391504;39874104;292053;0,1504
85757410;128260109;49112301;21041604;104801612;732542;0,1536
110861227;126398785;12705595;9641036;45715825;365478;0,1568
121627984;139774911;16452168;10704496;51432607;365294;0,1600
128493629;146717398;14979210;11218136;53310410;433715;0,1632
123397206;151428873;28576892;15312452;74807365;564696;0,1664
145451715;166154482;17279375;12728106;60619596;460387;0,1696
155874174;179447294;21473089;13834199;66588697;505981;0,1728
164350409;187703011;19363110;14346681;68178353;547789;0,1760
128134804;186476085;65188981;29695572;146754995;1018735;0,1792
185715711;212675115;22704837;16569519;78895489;577269;0,1824
195612475;227201017;30139205;18013377;87380636;637815;0,1856
206518270;236398809;25476741;18129350;86607566;639830;0,1888
172154955;223442543;53572434;27589590;135209493;937314;0,1920
230505879;264133113;28910266;20372612;97280940;744200;0,1952
239383481;280089982;39404257;22977983;111600545;811216;0,1984
259110421;297257967;33195533;23005359;109987695;765135;0,2016
194553762;299801723;123460011;52870251;259368843;1771479;0,2048
282402964;324611657;37372584;25207558;120829952;926756;0,2080
281390820;334183165;52121815;29499868;143595641;1036069;0,2112
312184442;359001462;41524430;27889035;133714989;981687;0,2144
241663200;326338581;90607801;44713051;219666674;1492428;0,2176
342855751;394210233;45970219;30505822;146449454;1027280;0,2208
330572457;395276332;64181843;36070862;175587197;1239926;0,2240
377810556;435258468;52207325;33682071;161992078;1212704;0,2272
271357398;410285082;156947474;70154278;347918970;2244806;0,2304
408599967;471195815;56969947;36761094;177078892;1307065;0,2336
371869165;456366996;85738367;46452206;226810759;1565975;0,2368
448307019;516801594;62716575;40064565;192955622;1420162;0,2400
334671019;464973785;140753973;68302907;335934626;2213495;0,2432
489120818;564664631;69906560;43932853;212031562;1558528;0,2464
431461970;533011269;103878823;55613755;271618079;1832698;0,2496
532343059;615981273;78410688;48255436;233292616;1737117;0,2528
381383667;593885138;245893535;105372539;525783749;3310111;0,2560
569462532;659096641;84460599;51606896;250101227;1818599;0,2592
488293794;613096392;128742712;67819359;331810003;2356378;0,2624
611518576;710133863;94471377;56241734;272928318;1942255;0,2656
436066877;626373397;206421835;99600838;490344325;3275931;0,2688
666015995;772277320;101549911;60648438;294575784;2132379;0,2720
550932000;700409706;155499175;80613154;395238551;2779473;0,2752
724056496;840706527;111750141;66582502;323012723;2315424;0,2784
502524959;769683821;303407366;134166002;669232051;4323414;0,2816
772118751;898214498;121610712;71520388;348152490;2473810;0,2848
630357212;808596868;185636182;96013040;470788345;3306449;0,2880
825879599;964431186;135506916;78068288;380203800;2639153;0,2912
576584339;844889499;292670088;139685735;688279000;4512013;0,2944
877630017;1027257075;146658865;84024657;409997485;2910759;0,2976
710786511;919873012;218706593;112400952;551503837;3731619;0,3008
943957606;1104885110;158171775;90303917;440175203;3124992;0,3040
672721056;1054310228;441850676;189438740;943670680;6121017;0,3072
994480853;1169348691;172692795;97658489;476676453;3311942;0,3104
806292858;1047058415;252488306;129501225;635024620;4259999;0,3136
1058903784;1247024762;186225597;104913288;511688632;3551687;0,3168
734772472;1097252684;396880392;188303417;927381721;5982833;0,3200
1131721346;1332265205;198920450;111704252;545430915;3794974;0,3232
905292849;1187194959;296983981;150686111;739764219;4926623;0,3264
1187150281;1405506961;216872674;121647770;593524481;4080068;0,3296
842425761;1304058124;522828129;232330293;1157808254;7453289;0,3328
1219639883;1459761338;239911739;133385109;651527385;4425099;0,3360
1005359243;1330790661;343619604;173823135;853230543;5674485;0,3392
1286914003;1545796031;259420112;143672140;701908238;4886523;0,3424
944659508;1419541410;523598818;244887094;1209163286;7846232;0,3456
1364498887;1641961495;278237447;153971808;752053616;5166917;0,3488
1130435644;1510494241;403277410;201888690;992456261;6616560;0,3520
1347181366;1657820402;312568780;171962741;840696822;5825242;0,3552
1197869004;1814901970;704639981;308185911;1537222566;10057836;0,3584
1489576143;1810371769;324124780;177093772;865836834;6017684;0,3616
1227453096;1673556812;475812747;236382748;1162036576;7620342;0,3648
1521016247;1872497282;355476629;194090086;949359874;6416305;0,3680
1183799521;1799620393;679178864;317816934;1569274303;10097264;0,3712
1611104274;1981385919;375349869;204042803;998203865;6724409;0,3744
1376972976;1870029637;524993102;261793764;1286919069;8426919;0,3776
1629614114;2031969957;408613823;221816918;1085134612;7387127;0,3808
1326868735;2059851783;825990561;370914594;1845863561;11856232;0,3840
1731557762;2154816688;430687496;233389793;1140563060;7714824;0,3872
1496536391;2074347778;614778577;306998852;1509584515;9821325;0,3904
1769515001;2232147423;472451793;253739044;1242157099;8410134;0,3936
1461755169;2234690690;854178904;398121633;1967683623;12650603;0,3968
1874942282;2362701532;499638979;267467230;1309010321;8874306;0,4000
