CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;INPUT
368652;427978;32958;45808;201354;0;0;100
714110;818845;59265;80134;348876;2564;0;105
448973;512389;39124;54559;239258;0;0;110
502867;578795;42481;60840;259154;0;0;115
602049;665403;52001;67415;299071;0;0;120
611204;704222;54016;72707;317138;0;0;125
681517;778990;58288;80647;341064;0;0;130
1016721;1156796;87829;109862;485350;2686;0;135
843443;979184;79101;95999;423949;2075;0;140
968564;1133420;96497;110161;490294;1709;0;145
990476;1140500;84960;113935;486510;0;0;150
1351925;1547420;117554;143972;636962;1587;0;155
1167417;1335445;101379;134304;579283;0;0;160
1544125;1791072;165527;178621;802610;2930;0;165
1524654;1751216;139770;158685;710325;2563;0;170
1656978;1919002;150329;187655;819334;3418;0;175
1777889;2039118;156249;200612;870603;1404;0;180
1909236;2203363;174193;200565;883969;1831;0;185
2452326;2771844;229797;235874;1068173;2014;0;190
2310602;2642144;207519;232621;1038633;5188;0;195
2477349;2831779;236267;267167;1198362;1892;0;200
2747368;3159538;250915;286141;1278439;5066;0;205
2662103;3101005;240966;296155;1294064;4394;0;210
2731866;3162651;255615;309838;1362240;2686;0;215
3030265;3453605;265869;321837;1413022;2136;0;220
3260672;3760000;284301;367870;1590816;1587;0;225
3599295;4137807;320129;381489;1685970;4578;0;230
3526602;4067434;312622;385759;1687923;4333;0;235
3949575;4549366;347350;429407;1886469;3601;0;240
4154957;4805469;380126;459143;2033076;6531;0;245
4600574;5326280;453002;489907;2233943;4943;0;250
4972826;5751450;496032;504437;2304987;24230;0;255
5871750;6745466;574767;585788;2668633;38391;0;260
5576524;6446517;523802;579561;2598077;18372;0;265
5959091;6862897;561339;607043;2727226;23132;0;270
6462752;7520184;666990;655150;3009941;75989;0;275
7467022;8593179;738279;680330;3171622;37719;0;280
6909467;7946574;625913;709510;3156547;16906;0;285
7130352;8251138;675169;749080;3358634;17456;0;290
7385174;8525064;662779;771506;3419730;9827;0;295
7922709;9067360;702513;821261;3643240;7691;0;300
8450723;9711157;784972;877757;3906546;9155;0;305
8890663;10198399;810911;901471;4036855;12878;0;310
9044410;10349766;811400;930081;4131764;11231;0;315
9812963;11312655;930601;995129;4491931;31189;0;320
10095373;11593171;898191;1012596;4517201;18494;0;325
10495518;12053375;943173;1087174;4826160;15808;0;330
10941806;12568388;1002988;1127920;5034411;22828;0;335
11988311;13676478;1039854;1183461;5254564;25390;0;340
13078336;14889610;1200376;1250980;5642075;29602;0;345
13304104;15240012;1206845;1321747;5908676;34301;0;350
13977686;15965719;1257565;1373546;6155319;41259;0;355
14404138;16510883;1308041;1437550;6420272;49744;0;360
14854637;17046282;1338498;1485421;6612776;57800;0;365
15678122;17966934;1404415;1550461;6917158;63782;0;370
16568561;18989515;1554683;1638792;7375347;64209;0;375
17028521;19531810;1564022;1681640;7523113;65552;0;380
17620500;20184275;1594784;1724693;7719097;64758;0;385
18273696;20911018;1633785;1778918;7944132;67443;0;390
18719556;21506292;1678829;1879975;8359414;70800;0;395
19782542;22733524;1847468;1999020;8923561;65857;0;400
20085093;23066653;1821223;2036589;9050575;60608;0;405
20879036;23979003;1877742;2090098;9286597;75073;0;410
21382758;24588621;1931575;2168807;9632360;79712;0;415
22763247;26105036;2062373;2251036;10032323;74097;0;420
23387757;26772515;2095026;2321964;10325535;74218;0;425
24287841;27801199;2154475;2400723;10681308;70739;0;430
25106686;28668323;2195917;2443613;10870517;84533;0;435
26535699;30331160;2384942;2530449;11323519;85449;0;440
27865591;31980814;2663873;2685402;12214263;146056;0;445
27766835;31757060;2455194;2701293;12045806;95824;0;450
29183824;33431555;2668572;2827201;12667692;119079;0;455
29923934;34226292;2686822;2911404;13036832;104370;0;460
31146771;35682099;2805230;3021021;13497402;111084;0;465
31717936;36365874;2853569;3164449;14037379;102722;0;470
32569985;37329250;2911370;3205836;14269251;101928;0;475
33428076;38262048;2951836;3318054;14696312;92957;0;480
35093782;40150654;3144157;3418950;15252829;114623;0;485
35964447;41202775;3218132;3552374;15819479;128356;0;490
36790738;42098220;3241081;3562531;15892598;129333;0;495
38524621;44334542;3577871;3861475;17277726;132690;0;500
40520588;46556949;3672537;3913566;17472916;198547;0;505
41951797;48084960;3854116;4045917;18105911;184448;0;510
44295846;50839286;4196950;4187858;19022473;275756;0;515
43647166;49968439;3950063;4227944;18879224;178527;0;520
45134161;51591176;4019155;4339413;19375988;167052;0;525
46348636;52914598;4060415;4452180;19775523;152465;0;530
47812683;54589582;4207997;4610941;20421945;144714;0;535
49356441;56427529;4391163;4760817;21182807;177551;0;540
50911918;58265049;4587147;4925331;21920293;199096;0;545
52065907;59512604;4648425;5009513;22276493;185180;0;550
54184676;61795862;4809680;5149356;22923586;161682;0;555
54728315;62501244;4865954;5243651;23286806;190552;0;560
56811500;64865617;5019579;5425179;24058837;213256;0;565
58964387;67448375;5327074;5659042;25217892;226073;0;570
61074550;69618108;5412218;5798883;25756892;206421;0;575
60752591;69501470;5478013;5861095;26046015;211670;0;580
63478719;72568356;5692918;6113813;27146537;236999;0;585
69322882;79485453;6189376;6848723;30360518;204345;0;590
70470584;80972266;6288009;7167518;31586711;187194;137;595
71621277;82287143;6422591;7284196;32105448;190368;137;600
