CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE,INPUT
2221564625;2554364982;322028472;193831346;936411360;1655636;0,2784
1454385864;2199703414;862487599;377959204;1882630923;2926933;0,2816
2397348172;2758946917;351064775;210080614;1016428245;1735225;0,2848
1998940073;2493673364;523897401;272204810;1330390882;2229425;0,2880
2571936104;2962573531;381831420;225984735;1093959846;1891657;0,2912
1779974447;2514723359;815576220;387296807;1907422302;3045098;0,2944
2757550985;3178921794;413590372;243071924;1178086828;2021602;0,2976
2262579657;2840365775;613813004;317084286;1551385554;2546441;0,3008
2945334318;3403529190;453740049;262924105;1276021819;2144037;0,3040
2057892742;3116887040;1248666786;530521650;2641891613;4080311;0,3072
3133367650;3625033750;488873199;281371365;1366278240;2299310;0,3104
2539787627;3209073999;713348516;366654580;1794770003;2947808;0,3136
3338034179;3868484237;529764513;302736723;1471735673;2475885;0,3168
2188230788;3182037569;1110005703;521760679;2572937932;4013601;0,3200
3530517268;4104302969;576239370;326431151;1589006308;2619378;0,3232
2821797952;3606020249;839660570;427930396;2095927862;3420707;0,3264
3769240656;4380893936;613557817;348201445;1695484734;2808098;0,3296
2511460612;3793631157;1482208242;649585607;3244928094;4972643;0,3328
3950754229;4611959812;665193793;375681245;1830670484;3054496;0,3360
3172233151;4069182699;962719337;488747374;2395807587;3846182;0,3392
4166096940;4877382778;719636342;402773965;1963829018;3246208;0,3424
2775752354;4095666212;1479903804;689296351;3405661753;5199205;0,3456
4315872802;5088178137;784177863;436566526;2129873820;3483938;0,3488
3506994989;4543909144;1117716133;561793742;2756089746;4399403;0,3520
4579793208;5401476955;835618833;464037729;2264530763;3698844;0,3552
3199735766;4926258262;2008016100;868060261;4342988760;9311988;0,3584
4616192772;5602828858;998398384;545127235;2663135150;17709976;0,3616
3858507822;5218990057;1444583032;727004124;3568757954;23371889;0,3648
4785450762;5840731385;1070340277;582897202;2846765844;19042066;0,3680
3688334246;5549299637;2045933361;963368388;4750977706;30098190;0,3712
4961217158;6099046032;1154402257;628524135;3069775711;20377633;0,3744
4236293843;5788220778;1644941651;829685650;4073718087;26652337;0,3776
5169270275;6380846031;1228281402;668846194;3266796568;21743414;0,3808
3904333633;6115958281;2488192910;1121853531;5564425818;35133821;0,3840
5330691859;6640628264;1333379643;722615248;3530101864;23394471;0,3872
4627275691;6423655064;1900384661;960746965;4718193061;30552351;0,3904
5615105621;7003615188;1419573148;763328690;3731490752;24519102;0,3936
4381773023;6724996884;2580562608;1212182300;5974948022;37656703;0,3968
5760348230;7276507068;1559403357;830280767;4061141703;26691705;0,4000
