CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;INPUT
3098075;3423880;263244;219548;1015561;0;0;800
3417899;3768240;240600;244305;1101743;0;0;832
3872548;4285450;307616;274715;1260434;2747;0;864
4194691;4649158;332885;302853;1385312;2258;0;896
4706409;5190843;345885;333455;1510921;2197;0;928
5053271;5587266;371703;364396;1653194;0;0;960
5685166;6298506;487914;403688;1867122;0;0;992
6191147;6840193;481383;437692;1981745;2624;0;1024
6748457;7459941;506346;480735;2186945;2137;0;1056
7362713;8142618;548644;523294;2408807;2563;0;1088
8370767;9260657;709898;573930;2671013;2137;0;1120
9030007;9985509;752012;620563;2892449;2869;0;1152
9684057;10668551;700865;669196;3059501;2258;0;1184
10737216;11871979;926999;727581;3410208;6165;0;1216
11625886;12865018;1027280;785525;3679618;2930;0;1248
12275787;13546963;971067;839990;3883596;2502;0;1280
13603481;15099204;1323849;916120;4359485;5615;0;1312
14604821;16220845;1426754;985543;4683887;5310;0;1344
15747335;17477250;1570308;1055047;5005175;5310;0;1376
16859759;18718092;1690303;1126492;5364976;4394;0;1408
18022354;19985423;1743403;1206314;5735581;4517;0;1440
19945567;22349857;2512079;1339060;6529219;4761;0;1472
20293161;22443607;1808345;1358574;6352828;5249;0;1504
21584478;23991638;2213312;1457723;6944257;7019;0;1536
23320924;25865901;2288446;1551762;7395245;8362;0;1568
24257812;26763359;1992365;1623424;7628581;7080;0;1600
26448419;29449570;2891899;1760580;8452798;7568;0;1632
27988393;31223492;3214103;1864903;9001381;11231;0;1664
30292403;33816137;3585257;2002372;9717382;5738;0;1696
31230267;34667758;3176871;2062719;9865087;9399;0;1728
32724525;36416471;3524771;2187736;10487217;7995;0;1760
34852694;39048484;4359669;2360176;11479280;9521;0;1792
37342189;41680130;4412953;2460579;11947845;9949;0;1824
36438261;40521014;3354728;2603170;12235259;8911;0;1856
38864647;43754405;4840198;2812597;13561672;9339;0;1888
39756551;44455697;4174733;2889354;13688808;7934;0;1920
42142470;47191042;4568713;3071358;14614098;11048;0;1952
44683845;50550163;6073105;3302476;16089132;14526;0;1984
45946355;51719045;5646226;3371833;16242878;11963;0;2016
49161495;55473064;6756696;3609060;17216814;13794;0;2048
50523003;57012672;6507064;3736026;18073318;14770;0;2080
54304305;61654505;7969218;4019280;19739329;14405;0;2112
56717690;64260639;7937357;4194422;20493539;14161;0;2144
58751985;66773084;8711404;4381256;21527045;17517;0;2176
62073511;70505007;9071509;4626318;22698917;16052;0;2208
63442587;71388611;7618145;4692745;22546634;20385;0;2240
66078078;74240655;7677348;4884353;23353456;18066;0;2272
69960819;79090435;9417334;5186780;25237545;13489;0;2304
72702146;82340487;10053685;5405899;26339044;18189;0;2336
73798334;83203522;9211097;5502704;26505731;18372;0;2368
77605148;87561422;9834569;5774582;27868092;20019;0;2400
80992712;91473521;10558811;6014991;29081896;18554;0;2432
85014614;96133665;11356050;6326853;30712202;21667;0;2464
89869277;102647015;14437280;6775127;33620092;20386;0;2496
92687812;105697971;14434716;6985109;34522800;22827;0;2528
95692687;108983303;14675317;7196050;35485383;23559;0;2560
98860770;112103534;13885890;7400042;36114897;23682;0;2592
101273972;113877516;11789155;7554646;36118194;24659;0;2624
108201261;123805897;17905716;8168996;40694110;29175;0;2656
109535364;123954883;14693139;8233657;39988423;28137;0;2688
113054276;127204997;13428310;8423996;40378376;26612;0;2720
120250424;137243484;19096692;9040933;44789192;27527;0;2752
119653136;134275230;13354946;8901108;42274183;4821;0;2784
124729966;141376591;17314226;9394523;45776800;28992;0;2816
128941687;146099174;17746231;9696183;47209108;33203;0;2848
136149676;154610261;19715526;10210444;50080011;31982;0;2880
140582770;159626056;20116526;10608532;51864980;31433;0;2912
145315973;165323429;21661871;10951173;53840927;31311;0;2944
148333421;167388610;18747755;11105523;53562851;35461;0;2976
155103912;176561560;23332948;11710323;57643224;36071;0;3008
159810382;181507287;22988100;12054921;58943513;38757;0;3040
166162416;190361085;28284779;12644078;63127401;39002;0;3072
169873405;193119806;24983151;12819507;62940879;9705;0;3104
174261639;197597700;24187987;13162715;64189227;47058;0;3136
182563497;208721268;29602768;13865266;68810004;40527;0;3168
187232736;213168583;28296253;14147974;69649358;44495;0;3200
193586602;221471906;31710551;14717641;73176693;34423;0;3232
193597588;218080497;23281251;14563369;69947453;48401;0;3264
204172695;231832781;29017443;15434866;75431203;51270;0;3296
233282179;269392316;39103294;18088848;90045179;798521;0;3328
219232959;249766634;33474707;16454173;81168372;32532;0;3360
223599098;254326803;33079078;16864428;82910188;54566;0;3392
236657597;270859659;38734093;18084432;89921950;56213;0;3424
234022167;266518422;35463898;17703208;87226583;46387;0;3456
240574396;273758271;35705048;18222848;89561783;56763;0;3488
245887921;278143453;32452310;18549966;89983535;60058;0;3520
255588335;292253890;41464433;19454804;96666256;38940;0;3552
261598695;299483120;43508373;19911028;99146292;60424;0;3584
270146647;308747501;43352062;20564300;102041792;62012;0;3616
275058866;311935053;38404687;20769943;101418685;31250;0;3648
286412169;329052747;50053461;21913776;109891015;67444;0;3680
291733628;332932558;45596929;22219102;109852868;65979;0;3712
299641872;342206399;47708740;22756750;112790116;19470;0;3744
308233524;352977368;50990715;23556739;117237921;77515;0;3776
310971616;354183176;46864199;23604927;116196419;70190;0;3808
321106295;366865638;51528676;24437848;121164790;13428;0;3840
331044929;378443733;53274400;25242125;125293197;76477;0;3872
