CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;INPUT
5415330;6160323;470091;529338;2353570;2625;0;800
7503154;8594705;723631;747583;3391471;2319;0;832
7323163;8357706;682738;717052;3227043;2991;0;864
10622714;12318206;1336056;1078169;5081224;4944;0;896
13371792;15277366;1169736;1334805;5949082;10681;0;928
15309653;17723465;1645626;1631387;7467327;7752;0;960
16910845;19525097;1592769;1831334;8168864;6958;0;992
29603013;37305568;9371314;3716147;18387832;11719;0;1024
22629825;26228022;2149287;2561482;11366182;9765;0;1056
26124567;30326339;2881401;2847874;12985440;9582;0;1088
30268783;34591830;2618218;3152811;13746059;11108;0;1120
33899632;38953697;4773243;2926241;14095545;10559;0;1152
35058626;40512957;3366141;3918628;17281145;11535;0;1184
38374718;43996591;4494983;3582767;16819048;11291;0;1216
45195197;51752309;4081899;4757219;20817207;17456;0;1248
52214039;63216880;12113189;5681799;28049672;19593;0;1280
50841179;58717745;4903368;5715153;25000790;20447;0;1312
55569011;64859575;6847883;6207890;28285756;20813;0;1344
62547814;70580263;5698289;5356626;24722715;16601;0;1376
63074179;73909173;11154573;5892274;28773120;21118;0;1408
74518852;85523280;7164715;7867662;34640353;23438;0;1440
79107464;90490614;9858129;6935437;32957008;24414;0;1472
87034384;99843677;8565591;9074255;40059406;28869;0;1504
121584649;155240142;40865068;15941914;80438698;23010;0;1536
99584523;114420728;9957738;10517527;46441409;30396;0;1568
100311389;117427556;14167566;10713443;50118097;33752;0;1600
113978590;131135712;11821136;12056357;53347459;39856;0;1632
116024666;139898934;23735596;13319742;64584246;40955;0;1664
129080358;148647935;13819240;13677081;60622647;10620;0;1696
130000277;153880893;20419565;14701077;68805244;43518;0;1728
146368034;168823665;16319356;15466599;68871406;46936;0;1760
162257336;201226413;46619449;18592086;93853642;52246;0;1792
163968880;189166263;18359694;17414923;77478134;5371;0;1824
174796000;205430870;26587822;18546436;87724141;59570;0;1856
183249775;211708747;21139594;19427737;86709861;62073;0;1888
185518141;225979279;42442275;21782128;106600130;35095;0;1920
204348293;236529423;24458616;21725165;97359186;63537;0;1952
202568634;241811332;35524140;23174905;110264427;68848;0;1984
213417178;249349398;27585744;24220905;108540982;19593;0;2016
312318842;399687209;105204443;41208431;208619095;119446;0;2048
235177071;275367520;31464458;26781517;120556332;28076;0;2080
243385790;287000303;43881785;24160182;117524297;70557;0;2112
277374656;321575898;35441621;28863905;130880585;82946;0;2144
281556469;344652926;67811288;33260585;164062568;97412;0;2176
306261484;355838872;39701559;32600485;147181386;48522;0;2208
320038426;380112552;56716225;34542985;165438358;101867;0;2240
333260133;385463857;44110116;32760109;151961586;49744;0;2272
417490508;519403577;121190302;48926876;246992227;148803;0;2304
343685278;405452636;51735708;39192071;179941556;5005;0;2336
359881952;432518546;69384038;41520603;199840309;121581;0;2368
390491127;449542184;55805216;34174691;164794134;30091;0;2400
406329526;495385328;100461901;44975660;223465675;133179;0;2432
427849368;493988481;62475365;38445384;184380327;21301;0;2464
456133659;537672025;82441805;44805964;217342705;132446;0;2496
469727313;546476079;69608403;46083231;216603572;17029;0;2528
676048501;852064713;212248419;83398132;421702717;144043;0;2560
480824331;563395103;73782892;49638800;234436838;140137;0;2592
501895444;605982335;102734600;58334559;281919750;6164;0;2624
558303441;656744900;86809836;59852788;279704179;148071;0;2656
566726637;700693153;150029951;68222338;338602710;150818;0;2688
599490043;706599814;95838073;64631782;302703632;145202;0;2720
613989150;722698650;121688470;55146124;273644869;144653;0;2752
641974736;745990705;102302655;58525187;282779489;146300;0;2784
759018138;945045615;233582959;84043734;430024900;140319;0;2816
696222278;811818234;107403168;67956588;322346403;147156;0;2848
716557125;845749544;146012687;65088253;323161282;145446;0;2880
753274683;879536201;118988587;73415854;349453024;141662;0;2912
827652789;1006916612;208917862;87826693;439707065;144897;0;2944
805112136;941947112;129151037;79466226;378445076;137024;0;2976
836957940;994933366;168197262;83732122;410860825;142212;0;3008
863057239;1011865451;141536625;85860180;409685047;146362;0;3040
1121982540;1406489137;361252066;127880131;652961341;149109;0;3072
910991076;1063170862;159576557;81548658;399548904;137572;0;3104
1012175876;1200325663;204825464;97521613;480544363;145569;0;3136
1003083797;1189190864;176365577;107096729;510202186;146301;0;3168
1030154528;1283402354;290124928;126150698;629319800;143859;0;3200
1057159769;1256337543;188178474;114533860;547428225;142090;0;3232
1107064305;1334789857;238809081;122038941;598010432;145630;0;3264
1132792571;1347674285;205365441;122502210;586670190;147277;0;3296
1319216532;1648658011;409854725;150220013;768240343;150146;0;3328
1206824486;1434891895;218313162;129833447;621920832;143493;0;3360
1270258955;1534416482;280643263;140389901;689499516;150940;0;3392
1280076190;1508235153;227883389;126592397;613645890;146728;0;3424
1339239736;1642691107;373573689;140285502;712902228;142334;0;3456
1364608201;1626010364;255292499;146942395;706341637;145019;0;3488
1445001611;1745623033;322436735;158392379;779825336;146545;0;3520
1457266655;1720553274;266627674;144636182;702569369;148864;0;3552
1826038843;2332222728;606915744;240707967;1218186090;150329;0;3584
1537487885;1837850886;298254668;167146117;806131543;145141;0;3616
1626394152;1954860596;363911849;168569264;834128418;142150;0;3648
1642752203;1949486282;312554437;168005855;815068775;152343;0;3680
1852472369;2266577633;494084672;198376613;998817084;148742;0;3712
1711203688;2018033103;333160525;159877289;787678342;148559;0;3744
1803671714;2155014076;413454324;170520303;854841745;154907;0;3776
1808364634;2134746244;353605662;170597147;839213916;144653;0;3808
2128261641;2658513214;658501488;243298130;1241345638;154724;0;3840
1940108315;2323467318;385602528;211454229;1027169368;151184;0;3872
2026591736;2434049616;468599691;201913342;1009324625;152954;0;3904
2039933925;2415199445;407518305;195762969;964201145;148681;0;3936
2203803562;2765249512;655382355;274796374;1380602667;147339;0;3968
2171551814;2604850632;441743071;237117153;1156049347;152099;0;4000
