CORE;CPU;DRAM;DURATION;UNCORE;EXIT_CODE;INPUT
260070;560057;141358;110396;1770;127;1000000
894162;1183225;178528;126442;671;139;2000000
908017;1208554;183410;127067;855;139;3000000
899900;1200314;183837;128295;1037;139;4000000
917234;1216610;192077;130622;855;139;5000000
989926;1305783;201842;131875;1282;139;6000000
891294;1199948;184997;126973;915;139;7000000
896665;1213925;191284;129490;855;139;8000000
903501;1213986;190613;130290;916;139;9000000
867918;1160520;177307;126086;671;139;10000000
900694;1203000;190918;129519;794;139;11000000
894041;1200986;178284;125738;732;139;12000000
911374;1218076;185424;127744;1159;139;13000000
904478;1203183;183105;127153;794;139;14000000
987913;1305294;198791;130988;1343;139;15000000
902402;1202634;187011;127431;854;139;16000000
911680;1204221;186523;127157;1403;139;17000000
897825;1190366;183349;127638;915;139;18000000
869200;1162533;176575;125945;489;139;19000000
879026;1175046;181030;127199;488;139;20000000
861754;1159055;177124;125632;489;139;21000000
894407;1178891;175719;125759;854;139;22000000
883237;1190915;175293;125548;549;139;23000000
1009763;1324459;200622;131965;1282;139;24000000
900388;1224118;188049;128640;976;139;25000000
907103;1221310;180297;127806;488;139;26000000
899290;1208432;187804;128553;732;139;27000000
903135;1208371;185608;127423;1342;139;28000000
893309;1190182;183105;127729;550;139;29000000
897764;1198056;189392;129464;1037;139;30000000
906736;1199582;186340;128066;1220;139;31000000
899778;1195981;178589;126005;977;139;32000000
993101;1306882;202392;134096;1282;139;33000000
911679;1214963;185363;127294;916;139;34000000
915647;1221494;188171;128093;1281;139;35000000
1239682;1522762;209899;140279;915;139;36000000
1209347;1525875;195068;130096;427;139;37000000
948911;1267453;181640;125814;976;139;38000000
879454;1170773;176879;125920;550;139;39000000
873350;1165708;178588;126906;610;139;40000000
866575;1167539;178039;126151;427;139;41000000
1033933;1380123;217529;142429;1953;139;42000000
917539;1222653;189941;128068;1038;139;43000000
904233;1199643;185119;126510;915;139;44000000
893369;1189938;185608;129082;488;139;45000000
886899;1176938;174194;124834;671;139;46000000
873716;1166318;175353;125355;549;139;47000000
885557;1186093;179076;127293;671;139;48000000
879515;1177732;180298;126409;976;139;49000000
897154;1189633;184143;128040;855;139;50000000
945433;1232541;185791;127439;1038;139;51000000
885740;1176449;174438;123752;183;139;52000000
919127;1229367;192688;130616;1098;139;53000000
895506;1194088;184448;127686;855;139;54000000
880186;1175962;174622;125227;488;139;55000000
886228;1187131;184631;128391;488;139;56000000
883481;1177854;176758;126334;488;139;57000000
865842;1163633;175475;125028;549;139;58000000
867063;1177609;178589;126770;610;139;59000000
951840;1232357;188171;127880;1342;139;60000000
891294;1203488;182921;127055;244;139;61000000
902463;1209653;184753;126282;732;139;62000000
919004;1229062;190490;129877;1098;139;63000000
931822;1246579;198241;132642;1404;139;64000000
888304;1192990;186950;129217;610;139;65000000
889157;1205502;185180;129365;915;139;66000000
869444;1175717;178649;125823;794;139;67000000
868955;1182920;181701;125741;794;139;68000000
888792;1192502;181640;126648;976;139;69000000
916196;1225461;185119;126819;976;139;70000000
923765;1226010;188476;128570;1831;139;71000000
894224;1182614;177734;126151;610;139;72000000
886900;1181455;178588;126737;732;139;73000000
873289;1164853;175475;125550;549;139;74000000
900388;1200620;184082;127793;1160;139;75000000
875791;1187191;180725;126457;549;139;76000000
892332;1208615;192505;130196;1037;139;77000000
891843;1206356;191894;130108;611;139;78000000
915281;1250241;195129;130960;488;139;79000000
914853;1218197;187805;128823;610;139;80000000
885801;1172543;174987;124914;611;139;81000000
925230;1231625;194518;130235;1098;139;82000000
908200;1209653;186096;129055;610;139;83000000
865720;1156980;172851;125141;611;139;84000000
899350;1217587;192078;130831;1037;139;85000000
898374;1197995;187622;129839;367;139;86000000
873899;1185055;177917;125716;549;139;87000000
958005;1263546;194580;129210;1526;139;88000000
893064;1192380;186584;127828;916;139;89000000
858640;1152951;171325;124783;0;139;90000000
870482;1157773;167236;124092;0;139;91000000
916990;1228635;187744;128687;793;139;92000000
927304;1235959;192931;129881;1526;139;93000000
893980;1195615;179870;126498;915;139;94000000
904722;1201413;185912;127917;1038;139;95000000
893247;1195797;182739;126824;915;139;96000000
994993;1319577;207886;133998;1465;139;97000000
886350;1192562;179137;125857;671;139;98000000
893491;1208554;190063;128188;916;139;99000000
906675;1221188;194458;129730;1038;139;100000000
