
0,95.654902,126.959730
1,251.859926,127.126682
2,355.817369,128.430815
3,317.769749,134.110169
4,407.917443,133.740436
5,227.449835,140.435462
6,296.393746,144.052666
7,103.394149,147.545650
8,460.693533,150.093621
9,488.554643,152.879385
10,327.800319,162.939129
11,619.415942,162.957390
12,489.260605,167.743143
13,561.495473,171.828104
14,219.891548,173.989486
15,145.042047,177.192018
16,284.118463,177.100827
17,499.942721,185.401026
18,394.987058,180.681179
19,106.105082,185.829267
20,195.401226,185.257298
21,340.743212,189.454472
22,622.570202,195.129462
23,168.097713,196.924045
24,560.741627,201.787720
25,379.555205,209.190063
26,583.686315,208.091428
27,335.721939,213.708976
28,219.521957,218.484223
29,554.353475,221.753755
30,85.726670,224.858855
31,484.471700,223.533157
32,117.419713,226.230743
33,238.962889,253.097118
34,192.675252,266.294296
35,246.455878,265.087833
