CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE,INPUT
174050946;200491003;30485213;13183924;66862011;486144;0,2400
178396089;206240622;32417763;13776627;69942875;515319;0,2432
188380987;217721366;33774999;14585793;73931146;556334;0,2464
196648301;226329804;33723180;14948828;75690480;566893;0,2496
200625829;231537616;35779205;15389218;78085433;556334;0,2528
211178537;243883470;37737269;16377517;82646212;572081;0,2560
217605705;250239472;37066617;16509221;83754669;562560;0,2592
226132966;261632204;40769915;17762878;89965102;645628;0,2624
238911071;275521817;42328688;18178725;92301156;659850;0,2656
241452751;278823993;43545665;18505849;94052615;662047;0,2688
251253141;289303214;43302380;19209816;97545160;689452;0,2720
261509035;301622092;45052314;20400987;103319194;741331;0,2752
273599153;314834399;46396121;20958252;106193027;781675;0,2784
280020462;322209869;47704467;21387031;108346524;789060;0,2816
288377069;333300721;52141529;22310769;113445083;789122;0,2848
301323264;347222744;52256702;23108088;117292851;890684;0,2880
309403139;357564881;55682841;23895156;121443537;903684;0,2912
321422944;370078642;55114422;24641781;125032028;883237;0,2944
330796638;381986143;59218782;25487918;129651035;909299;0,2976
343728063;395976281;58663546;26605092;134851767;944150;0,3008
354856757;409706654;63519185;27232489;138463696;999021;0,3040
366914466;421999713;62471398;28115436;140890447;1024900;0,3072
380074528;437816018;64802507;29400873;149067856;1089902;0,3104
388633405;448351025;68904242;29753605;151293619;1058286;0,3136
399861892;460868815;68786323;30939473;157023951;1130917;0,3168
410593431;473338632;71970092;31382301;159643634;1163754;0,3200
424053785;489982938;75951954;32850631;167053832;1214291;0,3232
439044591;505675341;75318899;33785815;171615649;1173398;0,3264
451795597;520498423;77675155;34741490;176510046;1301694;0,3296
464603181;535132297;79730082;35757132;181511803;1276730;0,3328
477961728;550738154;82162876;36881811;187259286;1359433;0,3360
491167321;566787368;87319662;37688876;191721249;1311460;0,3392
508109417;585970851;87676777;39478045;200445593;1459286;0,3424
517700579;595714356;88454486;39503188;200756200;1367978;0,3456
529298145;610156397;91180735;40996737;208346818;1463375;0,3488
546660222;629679113;93841373;42080045;213852785;1464107;0,3520
562650171;647724477;95924193;43105836;219066822;1549923;0,3552
580698953;668995419;99751149;44893407;227182341;1574154;0,3584
599488577;692001220;106281771;46089536;234484996;1736751;0,3616
610645898;703949308;105031958;47413943;240793512;1618770;0,3648
630239292;725478062;107317535;48180315;244933332;1803401;0,3680
643598145;741580011;110332481;49757935;252716516;1721981;0,3712
660524432;763049743;117795780;51104758;259955023;1890009;0,3744
681467921;784476019;116237373;52152045;265147210;1888789;0,3776
698022322;804272111;119349914;53950908;273966828;2005793;0,3808
713170904;823306303;126731548;54902956;279003253;2021785;0,3840
735525766;848998620;129636936;56765644;288785272;2099604;0,3872
745695600;861395317;133621545;57429194;292701033;2113276;0,3904
766297111;883375424;131672759;59405783;301821798;2160700;0,3936
777877220;896017299;134200096;59465030;302796100;2232966;0,3968
793077681;916810336;143462829;61273059;312562189;2243585;0,4000
