CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE,INPUT
39375082;56940406;17871414;9340510;44879158;305846;0,14400
41324479;58990449;18166031;9456383;45289679;309631;0,14500
41876174;60282072;18944654;9823949;47163514;336181;0,14600
42745191;60479154;17992202;9521003;45583562;350401;0,14700
43112499;62192772;19023450;10378545;49655818;374938;0,14800
43115673;62009363;19460216;10045561;48213927;343750;0,14900
45008125;65120072;20285715;10891663;52216847;373106;0,15000
45175239;64605182;19697948;10443490;50068903;368651;0,15100
44643013;64989763;20827584;10848304;52062794;366637;0,15200
45824712;66083632;20777596;10802607;51855031;373779;0,15300
47226747;68211617;21104866;11374582;54468001;412536;0,15400
47916259;69158392;21747869;11349486;54499128;385742;0,15500
48120238;69683110;21760442;11651275;55838664;401915;0,15600
48040832;70230045;23057314;11725919;56391030;408141;0,15700
52182666;74322564;22883121;11734045;56450478;397338;0,15800
49955622;72728818;23508607;12055512;57928745;428893;0,15900
49095029;71576049;22959963;12002102;57721471;388488;0,16000
52059865;75100210;23499757;12361883;59389558;416991;0,16100
55461711;78998760;23999755;12485709;60097686;434264;0,16200
81011634;105398045;23607849;13669124;64171040;104370;0,16300
CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE,INPUT
15742086;21295234;5686753;3176041;15134483;33935;0,10000
16505146;21965703;5598862;3163399;14985558;30029;0,10100
17469438;23041262;5722154;3218319;15249473;30762;0,10200
23724183;30690840;7009748;3790953;18298110;189453;0,10300
20868354;28992418;7704203;4187281;20353952;285949;0,10400
19223828;26801506;7330853;3933811;19018262;157348;0,10500
19018750;26053400;6913984;3818499;18274611;148437;0,10600
19669383;27224539;7581157;4011191;19391552;153503;0,10700
19711192;27193290;7345929;4083231;19485668;143310;0,10800
20798469;28341419;7446209;4095868;19585155;144531;0,10900
21236030;29197984;7790935;4303867;20593697;176513;0,11000
21550421;29824021;8232645;4427107;21200690;167785;0,11100
20779976;29912765;8945961;4973067;23798706;161377;0,11200
22928531;31687968;8713601;4746558;22752688;173827;0,11300
24305480;33696691;9090370;5220531;24981199;194824;0,11400
24660459;33521155;8761635;4822078;23118471;166381;0,11500
23604737;33328589;9824865;5178502;24868833;175476;0,11600
25438534;35205721;9569739;5313735;25506588;200012;0,11700
24834104;34532260;9838781;5158985;24852415;172729;0,11800
26745354;36478117;9849218;5209605;25041318;187683;0,11900
25620601;36468901;10938449;5782796;27806752;208740;0,12000
27761587;38705651;10943698;5920795;28413745;202758;0,12100
28273060;39778706;11673126;6184139;29616990;234008;0,12200
29071703;41085771;11932221;6530593;31280254;230773;0,12300
30487227;43199414;12379424;6977343;33395971;259032;0,12400
31036847;43576549;12537566;6773572;32564125;241027;0,12500
30973492;42740797;11837311;6357391;30528181;222473;0,12600
31768839;43533702;11833771;6289987;30195052;234680;0,12700
29858322;42523756;12936002;6680502;32127847;227783;0,12800
32330728;45255621;13163846;6928492;33184181;243591;0,12900
33381323;46678836;13289334;7216839;34486667;245788;0,13000
33384253;47042177;14099878;7227347;34667270;243164;0,13100
33413123;46740786;13421902;7169362;34361911;243346;0,13200
34806491;48484495;13776454;7357854;35221406;242553;0,13300
35741119;49619258;14020350;7460958;35772430;272155;0,13400
36094268;50648980;14728844;7808676;37418605;280517;0,13500
34426547;49491816;15550498;7920073;38047021;284301;0,13600
37198513;52387317;15295738;8188414;39229880;300903;0,13700
37377346;52219410;15094261;7910806;38051416;277587;0,13800
38297509;54611860;16409259;8885908;42555128;274902;0,13900
38580407;54579145;16188618;8554702;41040361;299194;0,14000
39135947;55833598;16906268;8958933;42970837;319335;0,14100
39434042;55725932;16577289;8750293;41892410;301757;0,14200
40305378;57311254;17435564;9075228;43482920;336730;0,14300
39556295;57818150;18309035;9872760;47319459;345397;0,14400
40568316;58262241;18077346;9447048;45229559;301757;0,14500
42620863;61274563;18528883;10158994;48664854;353575;0,14600
42127455;60695218;19152173;9806150;47119509;346190;0,14700
42574171;61712001;19219738;10381455;49670466;374572;0,14800
43206799;62428917;19430431;10389943;49720332;369018;0,14900
44397653;63880085;19826426;10495727;50236748;384642;0,15000
44924201;64223163;19553295;10409809;49802302;370238;0,15100
44059702;64146748;20304147;10756700;51613882;402159;0,15200
46026372;65359696;19839427;10313705;49481929;376952;0,15300
47947387;69973454;21772772;12169165;58179172;423095;0,15400
47506287;68463631;21400275;11262012;53949691;396361;0,15500
47410340;69024055;22176518;11527968;55331828;391112;0,15600
47988098;69633672;22036016;11680589;55890909;363403;0,15700
49229061;71246156;22265873;11872968;56807777;420714;0,15800
50621208;73130794;22872561;12058191;57785436;443907;0,15900
48043639;70903139;23196352;12240080;58716769;422667;0,16000
50810906;74484002;24418944;12620478;60498197;423339;0,16100
52705859;77102952;24670652;13194397;63146445;481933;0,16200
53937606;79165691;25320919;13724355;65708450;497374;0,16300
53792770;78082015;24539488;13129302;62886985;462401;0,16400
54255599;78478742;24895383;12949998;62134484;459288;0,16500
55052289;80854225;26527031;13802057;66174452;491637;0,16600
55845316;81858677;26252680;14129546;67598399;487548;0,16700
55260906;82044773;27050102;14512388;69488165;493529;0,16800
56977760;84881497;28395984;15058726;72162352;530089;0,16900
56648170;83631317;27721243;14504959;69523931;484312;0,17000
57570776;85285671;28076466;14978723;71708740;534545;0,17100
60087432;89442337;29426499;16027894;76734667;546386;0,17200
58746371;86532982;28369495;14930262;71628357;524168;0,17300
59576019;88430926;29370591;15576550;74605888;531371;0,17400
60139250;89905043;30725080;15884071;76188526;557921;0,17500
58369662;88464557;30941694;16133623;77365098;512938;0,17600
63265829;94680544;31874797;16997886;81453099;604857;0,17700
63616903;93856205;30804059;16310095;78129683;591917;0,17800
64507464;95869994;31767497;16973082;81258398;606016;0,17900
64005513;95770324;32635475;17009157;81670262;582396;0,18000
66265333;97871941;32404275;16926452;81199926;591796;0,18100
67511118;100360644;33213111;17923775;85767542;587218;0,18200
66866223;99434621;33348425;17505443;83974638;615843;0,18300
67282176;101341416;34343296;18506322;88668047;673765;0,18400
69213873;102743756;34202367;18139796;86920371;612364;0,18500
68278023;102259687;35050813;18233854;87391256;612792;0,18600
70483707;105555150;35603119;19003054;90984569;679625;0,18700
70668032;105991855;35802643;19193706;91858041;671018;0,18800
71890135;108132841;37383327;19428070;93178412;654723;0,18900
73138607;109239101;36825529;19477571;93466435;684263;0,19000
74858207;111217916;37044217;19621310;94064884;673827;0,19100
69500799;105821079;37541041;19349105;92878913;657225;0,19200
75555776;113620193;38563194;20688403;99083060;742369;0,19300
75065909;113586318;40012105;20570108;98665519;673155;0,19400
77855941;117693180;40134541;21802052;104286598;714475;0,19500
77640365;118089663;41348343;21894490;104910986;745542;0,19600
78487347;118933533;41662674;21795338;104552955;705137;0,19700
79425639;119214355;40732806;21454831;102844219;754759;0,19800
81074499;122447868;41792495;22543979;107890776;797911;0,19900
80629432;123904346;43360363;23725847;113546951;785826;0,20000
