CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE,INPUT
18174391;24210692;5945908;3273071;15425986;125000;0,10000
19045667;25661067;6333480;3662708;17256731;154663;0,10100
19123303;25310421;6068039;3385380;15949055;117249;0,10200
20166818;27137137;6602949;3914978;18449660;139404;0,10300
19162548;26314874;6939069;3919008;18528822;141662;0,10400
21263007;28496387;7057721;3961993;18831006;152099;0,10500
20412606;27334586;6931684;3706603;17564896;136657;0,10600
21699590;28559192;6783491;3743020;17682877;117248;0,10700
21237860;28980822;7780131;4149611;19710643;141052;0,10800
21843694;29444260;7614177;4066670;19341808;148620;0,10900
21895574;29755905;7929179;4173347;19883555;147155;0,11000
23099916;31860270;8640176;4763616;22656863;204101;0,11100
22352726;31486675;9047523;4923113;23449952;173889;0,11200
24681395;33014503;8279276;4517990;21482001;164672;0,11300
25022153;34036473;9132911;4798434;22946597;180054;0,11400
25940730;35376618;9245398;5169580;24602903;195068;0,11500
25380062;34891329;9463416;5099521;24348448;186339;0,11600
27032829;36608671;9426611;5222192;24869321;185730;0,11700
27124198;37018155;9798620;5382068;25697933;181701;0,11800
26928458;37161221;10343906;5428815;25960810;172485;0,11900
26699333;37092557;10480503;5550297;26529534;186157;0,12000
28961413;40318500;11252230;6223468;29716538;200500;0,12100
28565540;39620443;11303926;5865330;28122181;194885;0,12200
29487656;40444720;11172274;5826157;27957631;215148;0,12300
29561447;40754534;11286287;5996471;28693896;204589;0,12400
29814438;41217973;11581879;6076292;29122728;213988;0,12500
31457927;43187267;11783478;6327476;30306746;214355;0,12600
31876384;44448007;12896085;6667075;31995890;222534;0,12700
30437788;43507213;12952115;7038636;33780431;256836;0,12800
33395789;45735173;12464629;6627249;31803873;228392;0,12900
32957679;45657171;12947720;6770276;32463967;228271;0,13000
33202124;46395512;13547390;6984430;33535558;243163;0,13100
33782079;47427369;13609645;7425957;35509858;267761;0,13200
34614535;47952880;13508633;7110228;34110874;248901;0,13300
36197844;50576409;14207422;7851102;37542446;262451;0,13400
34863497;49354915;14986961;7656410;36792752;268127;0,13500
35096956;50304681;15439231;8094071;38921836;283386;0,13600
37168911;52384265;15322836;8210813;39321981;282776;0,13700
38057825;53959640;16233356;8360117;40318745;326964;0,13800
35924713;52534960;16595844;9055904;43527233;199401;0,13900
37361477;53798202;16349873;8786848;42066299;275390;0,14000
38900230;55140484;16448505;8710959;41679703;292052;0,14100
39227255;55493571;16475421;8726747;41858475;315551;0,14200
41185136;58640108;17440202;9466094;45279974;352844;0,14300
